,wavelength (nm),sample 1,sample 2,sample 3,sample 4,sample 5,sample 6,sample 7,sample 8,sample 9,sample 10,sample 11,sample 12,sample 13,sample 14,sample 15,sample 16,sample 17,sample 18
247,602.2,0.600769513,0.777326006,0.770648781,0.707577846,0.617191055,0.557250355,0.351771368,0.244003914,0.11830454,0.624813613,0.74200027,0.760114801,0.446739257,0.323342818,0.196517857,0.429602213,0.586009722,0.80461544
248,602.9,0.606592885,0.780417017,0.774802502,0.705727564,0.612644359,0.551532918,0.346423113,0.239307287,0.115746805,0.630824759,0.746151061,0.76380646,0.441626885,0.31825155,0.192317179,0.435754978,0.591104496,0.808923372
249,603.7,0.612935939,0.785349535,0.778300487,0.703034429,0.608913385,0.547338361,0.341447922,0.23578988,0.113902278,0.636347674,0.751672595,0.765359156,0.437059478,0.312991803,0.1891837,0.442367739,0.597620923,0.812484842
250,604.4,0.619572317,0.787788324,0.782183082,0.701368214,0.604428212,0.542946771,0.336099492,0.232507675,0.112282249,0.642415467,0.755392086,0.767340235,0.431496674,0.308256934,0.186283876,0.448478391,0.604092968,0.81662037
251,605.2,0.625748114,0.792783129,0.786736816,0.700387313,0.600810263,0.538323614,0.330206744,0.228243298,0.110491014,0.649042309,0.760526754,0.767088774,0.426874539,0.303524873,0.183927479,0.455048485,0.610488456,0.820240848
252,605.9,0.63102794,0.795085107,0.790513477,0.699148889,0.59560556,0.532795935,0.32477491,0.223506479,0.107914387,0.653711451,0.763835911,0.769432098,0.421664869,0.298415816,0.180489686,0.461485045,0.616136344,0.823694903
253,606.6,0.636447474,0.797612914,0.794734811,0.696997058,0.590784258,0.526970394,0.31920651,0.218627001,0.105561219,0.659940504,0.768167891,0.771328608,0.417580413,0.293054037,0.177404238,0.467511639,0.622444053,0.826591141
254,607.4,0.642255218,0.800142335,0.796586588,0.694951474,0.58570007,0.520717603,0.314425325,0.214893379,0.103858543,0.664927415,0.771086739,0.771917486,0.411741366,0.288124747,0.174054102,0.473524706,0.62810002,0.827897697
255,608.1,0.64776991,0.802589223,0.798877876,0.691511266,0.580568002,0.515289956,0.308787475,0.211133856,0.101874845,0.670997679,0.77594868,0.771768662,0.406056265,0.283482271,0.171083114,0.479538036,0.634627625,0.830711319
256,608.9,0.654167379,0.804990157,0.801109231,0.689777875,0.575976659,0.510246615,0.304505239,0.207171497,0.099542231,0.676067025,0.779590378,0.77259954,0.399875114,0.278443109,0.167677701,0.486327715,0.639791639,0.834224161
257,609.6,0.658934092,0.807047541,0.80447293,0.686260327,0.57084194,0.505125594,0.299316502,0.203051371,0.097328621,0.680505077,0.783230868,0.774471976,0.394676293,0.272956027,0.164225253,0.493031417,0.645499258,0.837875801
258,610.3,0.664722705,0.808739814,0.806937978,0.684759217,0.566908882,0.500271631,0.294689477,0.198893665,0.095808184,0.685212016,0.787069236,0.774831017,0.389493572,0.26702875,0.161073388,0.499026008,0.649508406,0.83993291
259,611.1,0.668565987,0.81067526,0.809716077,0.681101019,0.562315003,0.495155797,0.289310993,0.194788981,0.094325165,0.689043299,0.790621573,0.774716292,0.384115271,0.262189462,0.157762806,0.505166304,0.654800832,0.839945764
260,611.8,0.673249577,0.812308483,0.811834448,0.679234893,0.557687813,0.490415396,0.284187999,0.190993689,0.092193772,0.694109034,0.793786768,0.774346389,0.378529384,0.256724159,0.1542583,0.510293053,0.658769003,0.840606559
261,612.6,0.678793857,0.814721362,0.813464685,0.676852416,0.553104103,0.48544434,0.279309931,0.187186498,0.090079074,0.698544915,0.796568167,0.775135139,0.373390129,0.25246236,0.150935397,0.517338413,0.66398537,0.843227181
262,613.3,0.684238939,0.81606467,0.814918052,0.674895121,0.548611324,0.479800542,0.274695275,0.183526258,0.088168833,0.702962232,0.798873257,0.774927447,0.368405199,0.247297082,0.147812162,0.523395489,0.6679359,0.845372724
263,614,0.689046418,0.816822841,0.816793209,0.671932317,0.544242622,0.474618931,0.270711834,0.180074468,0.08629689,0.707161106,0.801961477,0.775543415,0.363511556,0.24223661,0.145286789,0.530214759,0.673217372,0.847167505
264,614.8,0.692787834,0.817151953,0.818654337,0.668025399,0.539472451,0.469055789,0.266666354,0.176045884,0.084844425,0.711360445,0.802613278,0.775319247,0.357892844,0.23735344,0.142241927,0.536951891,0.678027138,0.846855505
265,615.5,0.698191935,0.819517891,0.821080498,0.665280685,0.535352146,0.465254707,0.262780997,0.172892963,0.083664947,0.715887723,0.804660813,0.774256399,0.352645379,0.23304044,0.139284788,0.542826629,0.684141883,0.848359121
266,616.3,0.703444753,0.821427861,0.822847888,0.662497507,0.53136899,0.460237915,0.258782514,0.169453234,0.082224976,0.719135121,0.805858532,0.772768221,0.347541289,0.228682809,0.136173808,0.549638585,0.689399927,0.848612011
267,617,0.708180565,0.822798072,0.82478011,0.660461008,0.527317133,0.455350221,0.254312735,0.166224561,0.080398415,0.72301959,0.808184629,0.770475156,0.34329759,0.224110081,0.132672746,0.555524144,0.694312123,0.849097355
268,617.7,0.712141428,0.823130795,0.824766206,0.65736869,0.522074095,0.449633097,0.249619011,0.162600774,0.078514081,0.726388542,0.808581733,0.769247781,0.338010786,0.219261961,0.12963469,0.563198914,0.698171056,0.848469821
269,618.5,0.717727517,0.823279786,0.825908586,0.655368637,0.5171773,0.444582953,0.244584757,0.159418101,0.077315666,0.729574323,0.809636651,0.766839968,0.332746993,0.214908526,0.126251098,0.568898935,0.701540473,0.847335784
270,619.2,0.722128375,0.823376114,0.826982597,0.651965549,0.512427197,0.439826026,0.240197925,0.156352385,0.075735272,0.732864294,0.811286946,0.766710204,0.327923379,0.211025365,0.124319913,0.576663099,0.707177717,0.848231575
271,620,0.727254288,0.823920316,0.827891807,0.648834161,0.508599789,0.436133936,0.236480702,0.153384594,0.074250636,0.736332571,0.813510731,0.765931363,0.323826234,0.207038572,0.12185707,0.58291805,0.712361006,0.84923979
272,620.7,0.731001668,0.825170918,0.828418194,0.645294833,0.504512087,0.432373834,0.232615045,0.150256034,0.07230184,0.740610855,0.815415417,0.765942396,0.319889432,0.203519338,0.120510832,0.591139781,0.718126536,0.850970876
273,621.4,0.736213198,0.825599568,0.829196237,0.64257927,0.50089454,0.428632895,0.229045965,0.147742046,0.07089524,0.743573157,0.816763059,0.765016004,0.315364797,0.19949334,0.118318252,0.597376641,0.721474279,0.85030359
274,622.2,0.739841115,0.825621756,0.830647279,0.638768801,0.497616638,0.423911394,0.225430835,0.144861991,0.069181095,0.748767198,0.818428644,0.764614234,0.311740874,0.196905301,0.116502603,0.6058321,0.727039155,0.851239231
275,622.9,0.743958792,0.824288205,0.830111992,0.635214988,0.493010103,0.419772878,0.221621414,0.141369329,0.068082426,0.752199709,0.820448944,0.764528643,0.307602614,0.194011374,0.114739179,0.613305667,0.731498865,0.851657151
276,623.7,0.748903006,0.824169718,0.829789846,0.631082076,0.487843109,0.414539047,0.217059669,0.138014131,0.066297631,0.756895763,0.822182806,0.763931166,0.304130764,0.190672172,0.112660347,0.620386755,0.736801621,0.852262312
277,624.4,0.752836271,0.822450988,0.829740523,0.628462596,0.482684989,0.410218208,0.213489667,0.135126907,0.065439845,0.760353439,0.824137411,0.762025149,0.300146924,0.186070404,0.110534696,0.626902659,0.740541994,0.851155515
278,625.2,0.757366504,0.820862255,0.829829485,0.624716038,0.478824769,0.405046122,0.209657478,0.13221125,0.063472564,0.764615403,0.825138907,0.75994064,0.296213316,0.181545255,0.107628155,0.633655409,0.745705978,0.851524897
279,625.9,0.759614595,0.819019651,0.82824898,0.620725427,0.474167097,0.400747831,0.206525861,0.129096186,0.062399682,0.766817356,0.825365852,0.757506309,0.291253053,0.177522832,0.104545855,0.640553056,0.749581159,0.850698249
280,626.6,0.763862641,0.819241906,0.826456987,0.617169485,0.469585421,0.395812816,0.202295534,0.125944212,0.060941164,0.769178808,0.824367177,0.755862773,0.286958224,0.173928382,0.101559914,0.647191406,0.753950622,0.850255321
281,627.4,0.766550815,0.819579249,0.825938275,0.613928678,0.46490582,0.391335644,0.198810258,0.12362386,0.05975591,0.770968996,0.824616215,0.753261764,0.283083048,0.171031784,0.099193746,0.65359977,0.75694738,0.849124872
282,628.1,0.76993723,0.818785335,0.825897778,0.610742,0.460960477,0.387034214,0.195512302,0.120707273,0.058548297,0.775097189,0.824970102,0.75145853,0.279273532,0.167779852,0.097605909,0.661333391,0.761312083,0.847624317
283,628.9,0.773488663,0.817284476,0.824485849,0.606217544,0.456441756,0.382558597,0.191785939,0.117935175,0.056422578,0.777501944,0.824921414,0.749343283,0.275445191,0.164863534,0.096505294,0.669402631,0.764805343,0.846234657
284,629.6,0.776615822,0.814300475,0.822407678,0.601841901,0.451800072,0.378329296,0.188027221,0.114706128,0.055126913,0.780847226,0.82349086,0.747525075,0.271552016,0.161563793,0.095068178,0.677441498,0.769552445,0.84432388
285,630.3,0.778884486,0.811528071,0.820455976,0.597132768,0.446767594,0.373950556,0.184177494,0.112150694,0.053685808,0.78233959,0.822479961,0.744026736,0.268376744,0.15837029,0.093001489,0.684519078,0.772702428,0.842900948
286,631.1,0.781171202,0.809306275,0.819614338,0.593586893,0.442440339,0.370358791,0.180554958,0.109544589,0.053204652,0.784442096,0.821792302,0.741104436,0.264191701,0.154909176,0.090819696,0.690343492,0.77629947,0.84068126
287,631.8,0.783643953,0.806871344,0.817085516,0.588346178,0.438528481,0.365622921,0.1775599,0.107050549,0.051460975,0.78600773,0.820469527,0.737136681,0.259986122,0.150917233,0.088068704,0.696718534,0.779494382,0.837199934
288,632.6,0.788319401,0.806299162,0.815545902,0.585334362,0.43538592,0.361609919,0.174667094,0.104659914,0.050519822,0.78745414,0.818333355,0.733305413,0.25586623,0.147597142,0.086195574,0.70302559,0.78257808,0.834807789
289,633.3,0.790923159,0.80288391,0.814061346,0.581736251,0.431568796,0.356935148,0.172632012,0.102231837,0.049324196,0.789492851,0.817314794,0.729266143,0.25241917,0.14446277,0.084237294,0.709411954,0.785352001,0.832013909
290,634,0.794723197,0.801723619,0.813863568,0.579344285,0.428093709,0.354261709,0.170494126,0.10071137,0.049151957,0.790213966,0.817267597,0.725742781,0.249465093,0.142376688,0.082878246,0.716269582,0.788836983,0.830510127
291,634.8,0.796215957,0.798176336,0.811604883,0.574709238,0.423668041,0.351101036,0.167687916,0.098591566,0.047887689,0.792545167,0.817446705,0.723331119,0.245888136,0.140140134,0.081019942,0.723139766,0.792114203,0.82766208
292,635.5,0.798402958,0.795283568,0.80847203,0.57030199,0.419789689,0.34815929,0.164846414,0.097012303,0.046755421,0.791945518,0.815361757,0.718509171,0.241932843,0.137322925,0.079243739,0.729789988,0.794854046,0.825753166
293,636.3,0.799365247,0.791418116,0.805734642,0.565484482,0.415344675,0.343986712,0.161839993,0.094812773,0.045397823,0.793179569,0.812927618,0.715371152,0.238666122,0.134615144,0.077840244,0.73536148,0.796302619,0.823548271
294,637,0.801663515,0.789457181,0.803745717,0.562488139,0.411469259,0.340113942,0.15976577,0.093400237,0.044779511,0.793602214,0.810809251,0.710921669,0.235524664,0.132002768,0.076238186,0.739756671,0.798819118,0.821128961
295,637.7,0.803727535,0.786636276,0.801430062,0.55821111,0.407754192,0.335774015,0.157410232,0.091307324,0.043994237,0.795378562,0.808636828,0.708367846,0.233488857,0.130099337,0.075375977,0.745068859,0.801035628,0.818378018
296,638.5,0.804685578,0.782662706,0.798825514,0.553669648,0.402703963,0.331412179,0.154934186,0.089108535,0.043368436,0.796437501,0.805976262,0.703826159,0.230584247,0.12760339,0.073949063,0.751510456,0.804030345,0.815066277
297,639.2,0.805663362,0.778711065,0.795550758,0.548602334,0.399288038,0.328399861,0.15244651,0.087170678,0.042456662,0.797370232,0.80372459,0.699966489,0.227981685,0.125208108,0.072897412,0.757576371,0.806279023,0.813221393
298,640,0.806390264,0.775678144,0.792208223,0.543846386,0.394743488,0.324809611,0.149808864,0.085735166,0.041374188,0.796897792,0.802088174,0.696224608,0.224328563,0.122394599,0.070467572,0.762914811,0.807535032,0.809141567
299,640.7,0.807416542,0.77352144,0.788831318,0.540659963,0.391694486,0.322417377,0.14744088,0.084485412,0.040518876,0.797172696,0.800582942,0.694264699,0.220944357,0.12046444,0.068838436,0.766801648,0.80894703,0.805928799
300,641.4,0.809222363,0.769825902,0.785213137,0.53676425,0.387856014,0.318194175,0.145845522,0.083119731,0.039907443,0.796598079,0.79741016,0.690052571,0.21760076,0.118247772,0.067071198,0.771948331,0.809182622,0.801025939
301,642.2,0.810061737,0.7655314,0.782243469,0.532616328,0.383911868,0.315157897,0.143782263,0.081437751,0.039150365,0.798066601,0.794042202,0.68623144,0.215292916,0.11691184,0.065935441,0.777487117,0.811466712,0.797354407
302,642.9,0.811457323,0.760728887,0.77809042,0.527979018,0.380330593,0.311766577,0.142048644,0.079897714,0.038892738,0.799969028,0.792241782,0.681801447,0.213263823,0.1155846,0.065362088,0.784151117,0.813249202,0.794403438
303,643.7,0.809655132,0.755450851,0.773581207,0.522427412,0.375416423,0.307836104,0.138884012,0.078092129,0.037484263,0.800652237,0.789380741,0.678824563,0.210783941,0.11409908,0.064604225,0.79002513,0.815371483,0.791511642
304,644.4,0.809084587,0.750939811,0.769844822,0.518495863,0.37116174,0.303762036,0.136688735,0.076478475,0.036749734,0.801845947,0.788451757,0.675561082,0.208633475,0.112804285,0.064587635,0.796274751,0.816383688,0.789101285
305,645.1,0.810245264,0.746599452,0.766663139,0.513840455,0.366805562,0.299767787,0.135170416,0.075330929,0.035744755,0.800342144,0.785110276,0.670839112,0.205402203,0.110615126,0.063090313,0.799861833,0.817799086,0.784999772
306,645.9,0.811968608,0.742423043,0.763544588,0.509999762,0.363860242,0.29659993,0.133870219,0.073858991,0.035182543,0.799995959,0.783016973,0.666923376,0.203070271,0.10863043,0.062286348,0.804220701,0.819371862,0.780838762
307,646.6,0.812134982,0.738124959,0.759114936,0.504842098,0.360154536,0.293556697,0.132392903,0.073028143,0.03479661,0.798845353,0.780462641,0.663513886,0.200565964,0.107046337,0.061096007,0.807566698,0.821499138,0.77694124
308,647.4,0.811106237,0.733518094,0.754807039,0.499974434,0.355995639,0.290284094,0.129813952,0.071480392,0.034207334,0.798698617,0.778347982,0.660156102,0.198926623,0.106199834,0.060619667,0.81345345,0.822070062,0.773435344
309,648.1,0.810365022,0.730085085,0.750348773,0.494943719,0.351630463,0.287065411,0.127551823,0.070032012,0.033741931,0.799331326,0.776044474,0.656230361,0.197005437,0.104906929,0.059661036,0.818026651,0.823311702,0.769840426
310,648.8,0.810754906,0.724324661,0.745953673,0.49068986,0.34787907,0.283517313,0.125478608,0.06872095,0.032925314,0.798098071,0.772135013,0.650880599,0.194052865,0.102418353,0.057896485,0.821997746,0.822764625,0.764511374
311,649.6,0.810510825,0.719901711,0.741816073,0.485946077,0.344113159,0.280024794,0.123757931,0.067762465,0.032151202,0.797680367,0.768684311,0.645355248,0.19126672,0.099778863,0.05627047,0.825811367,0.824599104,0.75891633
312,650.3,0.810129123,0.714058327,0.737952477,0.481697331,0.340339166,0.277088292,0.12258757,0.06766476,0.032110449,0.795381776,0.764496448,0.639940045,0.188426246,0.098233513,0.055244999,0.829096333,0.82424648,0.754245272
313,651.1,0.80933795,0.710988156,0.734161939,0.478234668,0.336772137,0.274961537,0.121001859,0.067012791,0.031539559,0.795470988,0.760812086,0.635006268,0.186520847,0.097737487,0.055000435,0.834257646,0.825719451,0.751426209
314,651.8,0.808419276,0.707329821,0.730275902,0.474757903,0.333607539,0.271864689,0.119961726,0.066114001,0.03115709,0.793926646,0.757164148,0.630813055,0.184297163,0.0971103,0.054794018,0.837592958,0.824480343,0.747782275
315,652.6,0.807964377,0.703139365,0.725377168,0.470927015,0.329879514,0.268667335,0.118120435,0.064903229,0.030375878,0.793153341,0.752899389,0.626476794,0.182211931,0.096166146,0.054661105,0.840878691,0.824340172,0.743444838
316,653.3,0.805743784,0.698112818,0.719660888,0.465953354,0.326181908,0.265112833,0.116615437,0.063707787,0.03041804,0.790514615,0.749213993,0.62030296,0.179817773,0.094169589,0.054068692,0.842145323,0.822947342,0.73729503
317,654,0.803184627,0.691853932,0.713839464,0.461646146,0.322461446,0.262557867,0.114620244,0.062823224,0.029486299,0.787723952,0.744188532,0.615436246,0.177649058,0.09269169,0.053281683,0.842485774,0.821606107,0.732316002
318,654.8,0.800291311,0.68667052,0.70904714,0.458020081,0.318929896,0.259799163,0.11344742,0.061924129,0.029162434,0.785448244,0.740065971,0.609443977,0.175542491,0.091363563,0.052366978,0.843155444,0.82044671,0.726882615
319,655.5,0.797785336,0.681891033,0.704863468,0.454632942,0.315891718,0.257042856,0.112501119,0.06154466,0.028822685,0.783085859,0.735163899,0.605660596,0.173585568,0.090598967,0.05183812,0.843938874,0.81772488,0.721516995
320,656.3,0.795467084,0.678620335,0.700501037,0.451202611,0.313073546,0.254583652,0.112192469,0.061255933,0.029497291,0.780612077,0.730628972,0.600407887,0.17169951,0.089664956,0.051090462,0.844588421,0.815040712,0.716554792
321,657,0.791477107,0.673830172,0.695117539,0.446047628,0.309797396,0.251891792,0.110871414,0.060641353,0.029298719,0.774668012,0.724937939,0.594857946,0.168700459,0.087807859,0.049586815,0.844443679,0.810886613,0.71112581
322,657.7,0.788692456,0.669358497,0.690404264,0.441800288,0.307185582,0.249410948,0.109859395,0.060526855,0.029451899,0.771577188,0.720172,0.589533911,0.16690739,0.087193038,0.049204297,0.843138511,0.808200482,0.707721973
323,658.5,0.784288772,0.663762928,0.685424249,0.436678059,0.303666641,0.246885855,0.108431699,0.060054232,0.028747821,0.767926995,0.71484013,0.584524123,0.164853119,0.086509725,0.049025522,0.841187895,0.805327152,0.702412716
324,659.2,0.780986424,0.659168177,0.680559588,0.433378111,0.300952891,0.24481666,0.107369616,0.060182757,0.028388714,0.765433992,0.711586848,0.581314928,0.164748582,0.087091998,0.049993911,0.840071771,0.803600925,0.697957645
325,660,0.777893375,0.653735402,0.675571833,0.428864546,0.29741653,0.242480054,0.10614305,0.059224054,0.027507257,0.760626399,0.706853765,0.577338236,0.163262236,0.086706146,0.049669818,0.838207921,0.800556405,0.693247322
326,660.7,0.774078563,0.648382549,0.670957454,0.42561504,0.293906515,0.239822615,0.105473164,0.058864838,0.027676732,0.75731126,0.702643439,0.572936225,0.162093224,0.08646433,0.04990505,0.83804098,0.797668596,0.689192797
327,661.4,0.770892163,0.643531781,0.667654039,0.422262881,0.291062362,0.237736083,0.105349879,0.058353162,0.02797665,0.754060471,0.696884013,0.568034191,0.159585874,0.085514869,0.048630218,0.836312139,0.793731944,0.684591085
328,662.2,0.76728956,0.639075693,0.663139434,0.419124299,0.288223547,0.235276931,0.105172054,0.058394537,0.02824511,0.750583803,0.691168492,0.563313528,0.157224014,0.084272961,0.047162642,0.833923149,0.790136929,0.67805453
329,662.9,0.763766574,0.634184388,0.657145261,0.414962217,0.285962805,0.232815266,0.104172176,0.05811861,0.027904117,0.745781397,0.685813799,0.558805161,0.15516743,0.083003282,0.046357785,0.829055854,0.785522989,0.671869704
330,663.7,0.760884981,0.629358321,0.6507784,0.410972376,0.283106584,0.230279147,0.103510514,0.057774446,0.027557936,0.741318852,0.680555201,0.553989032,0.15339287,0.082069588,0.045996045,0.825809957,0.781606499,0.665572935
331,664.4,0.756137573,0.624912549,0.645459735,0.406627612,0.280108336,0.228013731,0.102420736,0.057625027,0.02746081,0.737082636,0.67561147,0.548747448,0.152783261,0.082117695,0.046805455,0.824653732,0.778263745,0.66216645
332,665.1,0.753101803,0.620619125,0.641052632,0.402901817,0.277027939,0.225880436,0.101925051,0.057670632,0.02730865,0.733256944,0.671164884,0.543758663,0.151821,0.082110582,0.046891031,0.824514458,0.776009885,0.658768442
333,665.9,0.748899584,0.616448427,0.636299648,0.398774091,0.273780557,0.223515861,0.10118849,0.057910048,0.027417241,0.729644757,0.668028435,0.539144472,0.150913974,0.082396302,0.047436493,0.822631799,0.773454896,0.65591733
334,666.6,0.745889732,0.610533725,0.631135757,0.394205663,0.270985389,0.221208764,0.100536571,0.057873742,0.027049916,0.725154728,0.663121384,0.534319879,0.149205566,0.081954713,0.047348434,0.81910773,0.769329234,0.650567605
335,667.4,0.74201092,0.605035811,0.62605309,0.390100185,0.267877136,0.21907874,0.099546727,0.057881569,0.027118768,0.721752113,0.658237234,0.530078111,0.147574949,0.081487647,0.047005177,0.815581029,0.764978769,0.645260038
336,668.1,0.73911856,0.598894089,0.621296121,0.386162092,0.26545929,0.216502789,0.099203411,0.058137113,0.027129314,0.717606067,0.652724093,0.525588828,0.146611982,0.080959715,0.047082267,0.813601469,0.76095578,0.639548679
337,668.9,0.735382533,0.593618258,0.616363036,0.382576218,0.262138558,0.213766858,0.098889407,0.057960543,0.027092995,0.715081249,0.648872942,0.52157655,0.145314828,0.08092766,0.047225386,0.811312357,0.758787793,0.634297942
338,669.6,0.733397553,0.589444742,0.611556284,0.379673035,0.259553762,0.211591116,0.098945921,0.058197982,0.027425062,0.711532937,0.644992124,0.517007545,0.144055201,0.081247887,0.047280541,0.810016578,0.756013583,0.630100684
339,670.4,0.729150407,0.585766605,0.606346364,0.376205619,0.256813395,0.209936681,0.098282847,0.057622484,0.027198217,0.708208797,0.640759264,0.512913071,0.142301747,0.081269056,0.046851665,0.808288414,0.753362242,0.625491706
340,671.2,0.727243101,0.582442054,0.602032451,0.373945279,0.254417436,0.2087128,0.098462845,0.057952176,0.027648344,0.703118237,0.635302631,0.508075698,0.14084315,0.080792754,0.046352121,0.807190567,0.749070036,0.620882956
341,671.9,0.724543199,0.578689638,0.597815585,0.369995764,0.252203842,0.207010621,0.098256735,0.057961177,0.027684977,0.698401944,0.630221362,0.503164687,0.13955688,0.080055944,0.045989969,0.804921914,0.74441142,0.614582837
342,672.7,0.722928829,0.574032199,0.593828597,0.366494263,0.249283954,0.205067696,0.098228957,0.058457067,0.027822013,0.695286613,0.625311785,0.498944414,0.138295005,0.079962506,0.046133285,0.80233358,0.739986299,0.609374744
343,673.4,0.719629221,0.569822924,0.589139028,0.362227001,0.24735071,0.202734233,0.097670773,0.058625879,0.027658058,0.693295945,0.621832905,0.495207188,0.138161707,0.080406248,0.046725258,0.800670055,0.737667272,0.604742032
344,674.2,0.716658298,0.564916945,0.585352228,0.358873693,0.244603388,0.20122278,0.09769916,0.058865536,0.027234602,0.68986539,0.617009593,0.491038255,0.137420759,0.080651761,0.046914695,0.79979988,0.736545668,0.60049548
345,674.9,0.71456161,0.560672949,0.581686897,0.356442192,0.242609854,0.199558254,0.097466876,0.058954962,0.027701062,0.685991506,0.613134746,0.486452725,0.137444596,0.080942964,0.04731947,0.799369532,0.734651633,0.596664607
346,675.7,0.713285655,0.556959348,0.578172394,0.353741024,0.240387918,0.198187424,0.097686322,0.059369783,0.027814266,0.683396028,0.608888003,0.482446191,0.136193671,0.081252729,0.047335765,0.799018009,0.7326729,0.592835152
347,676.5,0.71169801,0.552871793,0.574590755,0.350906109,0.238489368,0.19686685,0.097974292,0.059697834,0.028311394,0.681821232,0.605077633,0.478712152,0.135741832,0.081632108,0.047932024,0.798885826,0.729982855,0.588878823
348,677.2,0.708563356,0.548896967,0.570334283,0.347399717,0.236671988,0.195320076,0.098615819,0.060848731,0.028508784,0.679553222,0.600868858,0.474557087,0.134714655,0.081791298,0.047580776,0.798895105,0.727254164,0.583831237
349,678,0.706927381,0.544673375,0.566340261,0.34415627,0.234835703,0.19413423,0.098514658,0.06163221,0.028993881,0.674814806,0.59618897,0.469206218,0.133224649,0.081480577,0.047073093,0.797734359,0.724096502,0.578255843
350,678.7,0.705071663,0.540927148,0.562735207,0.340873286,0.23304681,0.192733474,0.098949343,0.062550101,0.029737872,0.671529038,0.592705897,0.465063258,0.132116139,0.082125237,0.047148897,0.797850164,0.721992722,0.573956261
351,679.5,0.704192859,0.537224212,0.55993843,0.338164955,0.231405111,0.191862481,0.099049093,0.063216585,0.029812159,0.667828811,0.588640509,0.460811235,0.131244739,0.082332914,0.047748167,0.797957863,0.719736067,0.570935102
352,680.2,0.702695053,0.532733242,0.557153872,0.335776486,0.229453727,0.190983809,0.099946177,0.063540128,0.030252012,0.66645803,0.586203254,0.457889109,0.131657645,0.083309197,0.04881998,0.79952866,0.718332223,0.568716442
353,681,0.701376419,0.529211748,0.55249382,0.333584425,0.227347481,0.189390789,0.09997337,0.064063278,0.030176922,0.664133896,0.582786982,0.454295045,0.131324566,0.083823445,0.049132406,0.799634954,0.717395637,0.56540514
354,681.8,0.700003161,0.525222405,0.548260116,0.330928134,0.224937371,0.187958093,0.100187202,0.06429144,0.030220927,0.663282456,0.580013916,0.451896499,0.131994696,0.08532539,0.050463757,0.80031456,0.717978911,0.561721788
355,682.5,0.697865178,0.52214798,0.544034084,0.328784313,0.223002979,0.186364451,0.100685474,0.064894697,0.030058147,0.661421149,0.576924956,0.448301915,0.131734025,0.085551061,0.051078858,0.800648236,0.716518141,0.5568104
356,683.3,0.696485403,0.518474584,0.540850108,0.325735005,0.221254449,0.185485721,0.101246398,0.065449674,0.030410577,0.659951926,0.573525493,0.444986922,0.132153099,0.086178853,0.052128022,0.802692637,0.714465773,0.552913839
357,684,0.695119823,0.51533972,0.537430871,0.322942708,0.219860512,0.184477462,0.101834461,0.065872667,0.031091552,0.657641511,0.570018876,0.441101823,0.130929361,0.086249433,0.05158345,0.803628661,0.712114117,0.549617876
358,684.8,0.694345113,0.511921329,0.533971535,0.319741341,0.218474766,0.183759456,0.102220409,0.066864257,0.03183698,0.655573974,0.566101902,0.438050835,0.130482855,0.086553326,0.051362521,0.804676222,0.710678032,0.546124023
359,685.5,0.693437934,0.508808016,0.530089555,0.317119058,0.216907155,0.18262683,0.102322267,0.067484242,0.032015701,0.65382709,0.563007589,0.434872776,0.129728846,0.08694731,0.051270117,0.804720067,0.710381651,0.542676686
360,686.3,0.692896121,0.504865862,0.5270136,0.314413083,0.214954794,0.181478351,0.102821314,0.068458442,0.031833869,0.65267666,0.559756557,0.430954607,0.12955479,0.087113257,0.051612504,0.805784185,0.709102297,0.538231768
361,687.1,0.69210681,0.501496959,0.524348897,0.311982832,0.212636582,0.180288144,0.102862281,0.06904417,0.031965863,0.651128094,0.557345675,0.427365643,0.129638218,0.088326187,0.05245664,0.807644924,0.708903926,0.535769948
362,687.8,0.690265285,0.498002744,0.521766683,0.309188923,0.211042428,0.179034583,0.103743888,0.070404814,0.031981589,0.648620465,0.553569468,0.423446661,0.12949915,0.089819819,0.05356519,0.809484828,0.707085356,0.532621882
363,688.6,0.688333105,0.495039568,0.518402727,0.306841469,0.20934056,0.178478498,0.104356187,0.071493606,0.032507459,0.647132998,0.550705165,0.420662024,0.130191037,0.091500836,0.05447236,0.81197863,0.707648674,0.530611798
364,689.3,0.686866264,0.491879753,0.514849525,0.304396921,0.208061119,0.17746413,0.105741172,0.072709263,0.033058144,0.645257527,0.547352489,0.417254539,0.129237751,0.092393955,0.055394686,0.813366519,0.706550546,0.526273613
365,690.1,0.685413107,0.488558381,0.512295671,0.302611299,0.206348234,0.177095087,0.106314235,0.072937876,0.034066662,0.643968185,0.544950325,0.414727222,0.129265686,0.092995879,0.055556484,0.814343046,0.705959018,0.522534109
366,690.8,0.686187863,0.486103747,0.509839783,0.300948857,0.205373214,0.176305736,0.107119916,0.074049598,0.035114026,0.641340734,0.541344841,0.411472914,0.128075934,0.093335571,0.055785574,0.81392934,0.703997205,0.517102905
367,691.6,0.685824278,0.483243056,0.507049639,0.298704694,0.204129572,0.176044599,0.10782546,0.074577155,0.035279104,0.638883617,0.538561722,0.408771854,0.129050686,0.094209664,0.056213387,0.816346542,0.703366009,0.51305953
368,692.4,0.686059433,0.480223974,0.504091007,0.296460035,0.20351961,0.175441202,0.108951525,0.075458485,0.035483916,0.63793119,0.535835681,0.405454791,0.129470615,0.094938325,0.057128646,0.818551491,0.703378126,0.509694916
